983;9;HEITORAI
984;9;HIDROLANDIA
985;9;HIDROLINA
986;9;IACIARA
987;9;INACIOLANDIA
988;9;INDIARA
989;9;INHUMAS
990;9;IPAMERI
991;9;IPORA
992;9;ISRAELANDIA
993;9;ITABERAI
994;9;ITAGUARI
995;9;ITAGUARU
996;9;ITAJA
997;9;ITAPACI
998;9;ITAPIRAPUA
999;9;ITAPURANGA
1000;9;ITARUMA
1001;9;ITAUCU
1002;9;ITUMBIARA
1003;9;IVOLANDIA
1004;9;JANDAIA
1005;9;JARAGUA
1006;9;JATAI
1007;9;JAUPACI
1008;9;JESUPOLIS
1009;9;JOVIANIA
1010;9;JUSSARA
1011;9;LEOPOLDO DE BULHOES
1012;9;LUZIANIA
1013;9;MAIRIPOTABA
1014;9;MAMBAI
1015;9;MARA ROSA
1016;9;MARZAGAO
1017;9;MATRINCHA
1018;9;MAURILANDIA
1019;9;MIMOSO DE GOIAS
1020;9;MINACU
1021;9;MINEIROS
1022;9;MOIPORA
1023;9;MONTE ALEGRE DE GOIAS
1024;9;MONTES CLAROS DE GOIAS
1025;9;MONTIVIDIU DO NORTE
1026;9;MONTIVIDIU
1027;9;MORRINHOS
1028;9;MORRO AGUDO DE GOIAS
1029;9;MOSSAMEDES
1030;9;MOZARLANDIA
1031;9;MUNDO NOVO
1032;9;MUTUNOPOLIS
1033;9;NAZARIO
1034;9;NEROPOLIS
1035;9;NIQUELANDIA
1036;9;NOVA AMERICA
1037;9;NOVA AURORA
1038;9;NOVA CRIXAS
1039;9;NOVA GLORIA
1040;9;NOVA IGUACU DE GOIAS
1041;9;NOVA ROMA
1042;9;NOVA VENEZA
1043;9;NOVO BRASIL
1044;9;NOVO GAMA
